 IPL 2018: Kings XI Punjab Edge Out Delhi Daredevils In Thriller
 IPL 2018: MI Take On SRH In A Battle To Re-Discover Winning Touch
 IPL 2018: Punjab Edge Out Delhi By 4 Runs
 IPL Highlights: Punjab Beat Delhi By 4 Runs
IPL 2018: Chennai Super Kings Beat SunRisers Hyderabad By Four Runs
IPL 2018: AB de Villiers Stars As Royal Challengers Bangalore Beat Delhi Daredevils
"IPL 2018: Robin Uthappa, Nitish Rana Shine As KKR Register Third Win Of Season"
IPL 2018: Rohit Sharma Shines As MI Beat RCB To Earn First Win Of The Season
Chris Gayle And Shane Watson Get Better With Age
IPL 2018: Another Last Over Loss For Mumbai Indians
"IPL 2018: Rayudu, Chahar Star In CSK's Win Against SRH"
"IPL 2018: Gayle, Rahul Lead KXIP To A 9-Wicket Win (DLS) Over KKR"
