id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1,2017,1,04-05-2017,1,5,5,1,normal,0,1,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,
2,2017,2,04-06-2017,2,4,4,1,normal,0,4,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
3,2017,3,04-07-2017,3,6,6,1,normal,0,6,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
4,2017,4,04-08-2017,4,8,8,1,normal,0,8,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
5,2017,5,04-08-2017,5,7,5,2,normal,0,5,15,0,KM Jadhav,M Chinnaswamy Stadium,,,
6,2017,1,04-09-2017,3,1,1,1,normal,0,1,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,
7,2017,6,04-09-2017,6,2,2,1,normal,0,2,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
8,2017,4,04-10-2017,5,8,5,2,normal,0,8,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
9,2017,2,04-11-2017,7,4,4,1,normal,0,7,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
10,2017,6,04-12-2017,1,2,2,1,normal,0,2,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
11,2017,7,4/13/2017,8,6,6,1,normal,0,6,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
12,2017,5,4/14/2017,5,2,2,1,normal,0,2,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
13,2017,3,4/14/2017,4,3,3,1,normal,0,3,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
14,2017,7,4/15/2017,6,1,1,1,normal,0,6,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
15,2017,8,4/15/2017,7,8,7,2,normal,0,7,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
16,2017,6,4/16/2017,3,2,2,1,normal,0,2,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
17,2017,5,4/16/2017,4,5,5,1,normal,0,4,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
18,2017,8,4/17/2017,7,6,7,2,normal,0,6,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
19,2017,1,4/17/2017,1,8,8,1,normal,0,1,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,
20,2017,3,4/18/2017,5,3,3,1,normal,0,5,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
21,2017,1,4/19/2017,1,7,1,2,normal,0,1,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,
22,2017,4,4/20/2017,8,2,2,1,normal,0,2,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
23,2017,7,4/21/2017,6,3,3,1,normal,0,3,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
24,2017,6,4/22/2017,2,7,7,1,normal,0,2,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
25,2017,2,4/22/2017,1,4,4,1,normal,0,4,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
26,2017,3,4/23/2017,8,3,3,1,normal,0,8,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
27,2017,7,4/23/2017,6,5,5,1,normal,0,6,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
28,2017,6,4/24/2017,4,2,2,1,normal,0,4,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
29,2017,2,4/26/2017,4,6,6,1,normal,0,6,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
30,2017,5,4/27/2017,5,3,3,1,normal,0,3,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
31,2017,7,4/28/2017,7,6,6,1,normal,0,6,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
32,2017,9,4/28/2017,1,8,8,1,normal,0,1,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
33,2017,2,4/29/2017,4,5,5,1,normal,0,4,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
34,2017,3,4/29/2017,3,2,3,2,tie,0,2,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
35,2017,9,4/30/2017,7,8,8,1,normal,0,8,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
36,2017,1,4/30/2017,1,6,6,1,normal,0,1,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,
